"COD_VIAJE","CLIENTE","UBICACION","CANTIDAD","PILOTO","Q","CREDITO","UNIDAD","FECHA"
10001254,"EL GALLO NEGRO |||DEVOLUCION",76002,1063,"Felipe Villatoro",265.75,30,"Camion Grande","07-2018"
10001255,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1461,"Ismael Rodero Monteagudo",365.25,30,"Camion Grande","07-2018"
10001256,"EL GALLO NEGRO |||DEVOLUCION",76001,1564,"Pedro Alvarez Parejo",391,30,"Camion Grande","07-2018"
10001257,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1309,"Fernando Mariano Berrio",327.25,30,"Camion Grande","07-2018"
10001258,"HOSPITAL LAS AMERICAS",76001,1475,"Fernando Mariano Berrio",368.75,90,"Camion Grande","07-2018"
10001259,"POLLO PINULITO|||FALTANTE",76001,581,"Angel Valdez Alegria",145.25,60,"Camion Pequeño","07-2018"
10001260,"TIENDA LA BENDICION / Despacho a cliente",76002,1787,"Pedro Alvarez Parejo",446.75,90,"Camion Grande","07-2018"
10001261,"TAQUERIA EL CHINITO",76002,1363,"Hector Giron",340.75,30,"Camion Grande","07-2018"
10001262,"BAR LA OFICINA",76001,1550,"Hector Giron",387.5,90,"Camion Grande","07-2018"
10001263,"EL GALLO NEGRO |||DEVOLUCION",76002,1408,"Hector Giron",352,60,"Camion Grande","07-2018"
10001264,"POLLO PINULITO/Despacho a cliente",76002,725,"Juan Francisco Portillo Gomez",181.25,30,"Camion Pequeño","07-2018"
10001265,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1452,"Hector Aragones Frutos",363,90,"Camion Grande","07-2018"
10001266,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1080,"Luis Jaime Urbano",270,60,"Camion Grande","07-2018"
10001267,"BAR LA OFICINA",76002,1919,"Hector Aragones Frutos",479.75,30,"Camion Grande","07-2018"
10001268,"UBIQUO LABS |||FALTANTE",76002,1205,"Hector Aragones Frutos",301.25,60,"Camion Grande","07-2018"
10001269,"EL GALLO NEGRO / Despacho a cliente",76001,1917,"Fernando Mariano Berrio",479.25,90,"Camion Grande","07-2018"
10001270,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1852,"Felipe Villatoro",463,90,"Camion Grande","07-2018"
10001271,"UBIQUO LABS |||FALTANTE",76002,1690,"Pedro Alvarez Parejo",422.5,30,"Camion Grande","07-2018"
10001272,"UBIQUO LABS |||FALTANTE",76002,725,"Hector Aragones Frutos",181.25,60,"Camion Pequeño","07-2018"
10001273,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,260,"Hector Giron",65,90,"Panel","07-2018"
10001274,"EL PINCHE OBELISCO |||Faltante",76002,1330,"Hector Giron",332.5,90,"Camion Grande","07-2018"
10001275,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,439,"Felipe Villatoro",109.75,60,"Panel","07-2018"
10001276,"UBIQUO LABS |||FALTANTE",76001,390,"Ismael Rodero Monteagudo",97.5,90,"Panel","07-2018"
10001277,"EL GALLO NEGRO |||DEVOLUCION",76001,1605,"Fernando Mariano Berrio",401.25,90,"Camion Grande","07-2018"
10001278,"EL PINCHE OBELISCO |||Faltante",76001,1785,"Felipe Villatoro",446.25,60,"Camion Grande","07-2018"
10001279,"POLLO PINULITO/Despacho a cliente",76001,1321,"Felipe Villatoro",330.25,90,"Camion Grande","07-2018"
10001280,"EL GALLO NEGRO |||DEVOLUCION",76002,455,"Pedro Alvarez Parejo",113.75,90,"Panel","07-2018"
10001281,"TAQUERIA EL CHINITO |||Faltante",76002,400,"Juan Francisco Portillo Gomez",100,60,"Panel","07-2018"
10001282,"UBIQUO LABS",76002,1536,"Fernando Mariano Berrio",384,60,"Camion Grande","07-2018"
10001283,"TAQUERIA EL CHINITO",76002,1506,"Felipe Villatoro",376.5,60,"Camion Grande","07-2018"
10001284,"EL PINCHE OBELISCO / Despacho a cliente",76002,1444,"Pedro Alvarez Parejo",361,60,"Camion Grande","07-2018"
10001285,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1336,"Fernando Mariano Berrio",334,30,"Camion Grande","07-2018"
10001286,"EL GALLO NEGRO / Despacho a cliente",76001,1114,"Juan Francisco Portillo Gomez",278.5,60,"Camion Grande","07-2018"
10001287,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,417,"Felipe Villatoro",104.25,90,"Panel","07-2018"
10001288,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1460,"Ismael Rodero Monteagudo",365,60,"Camion Grande","07-2018"
10001289,"HOSPITAL LAS AMERICAS",76001,1444,"Hector Aragones Frutos",361,30,"Camion Grande","07-2018"
10001290,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1985,"Hector Aragones Frutos",496.25,60,"Camion Grande","07-2018"
10001291,"TAQUERIA EL CHINITO",76001,474,"Hector Aragones Frutos",118.5,30,"Panel","07-2018"
10001292,"HOSPITAL LAS AMERICAS",76002,528,"Felipe Villatoro",132,60,"Camion Pequeño","07-2018"
10001293,"UBIQUO LABS |||FALTANTE",76001,1295,"Fernando Mariano Berrio",323.75,30,"Camion Grande","07-2018"
10001294,"POLLO PINULITO/Despacho a cliente",76002,735,"Pedro Alvarez Parejo",183.75,30,"Camion Pequeño","07-2018"
10001295,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1207,"Juan Francisco Portillo Gomez",301.75,30,"Camion Grande","07-2018"
10001296,"EL GALLO NEGRO |||DEVOLUCION",76002,1840,"Ismael Rodero Monteagudo",460,60,"Camion Grande","07-2018"
10001297,"ABARROTERIA EBENEZER/Despacho a cliente",76002,217,"Hector Aragones Frutos",54.25,60,"Panel","07-2018"
10001298,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1568,"Pedro Alvarez Parejo",392,90,"Camion Grande","07-2018"
10001299,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,540,"Ismael Rodero Monteagudo",135,60,"Camion Pequeño","07-2018"
10001300,"POLLO PINULITO|||FALTANTE",76002,1292,"Juan Francisco Portillo Gomez",323,90,"Camion Grande","07-2018"
10001301,"POLLO PINULITO|||FALTANTE",76002,1445,"Angel Valdez Alegria",361.25,60,"Camion Grande","07-2018"
10001302,"TAQUERIA EL CHINITO",76002,1083,"Felipe Villatoro",270.75,30,"Camion Grande","07-2018"
10001303,"TIENDA LA BENDICION / Despacho a cliente",76002,1290,"Ismael Rodero Monteagudo",322.5,30,"Camion Grande","07-2018"
10001304,"EL PINCHE OBELISCO |||Faltante",76001,1479,"Angel Valdez Alegria",369.75,60,"Camion Grande","07-2018"
10001305,"EL GALLO NEGRO |||DEVOLUCION",76001,867,"Hector Aragones Frutos",216.75,30,"Camion Pequeño","07-2018"
10001306,"POLLO PINULITO/Despacho a cliente",76001,673,"Ismael Rodero Monteagudo",168.25,60,"Camion Pequeño","07-2018"
10001307,"UBIQUO LABS",76001,658,"Luis Jaime Urbano",164.5,30,"Camion Pequeño","07-2018"
10001308,"POLLO PINULITO/Despacho a cliente",76002,1673,"Fernando Mariano Berrio",418.25,60,"Camion Grande","07-2018"
10001309,"TIENDA LA BENDICION / Despacho a cliente",76001,1462,"Ismael Rodero Monteagudo",365.5,60,"Camion Grande","07-2018"
10001310,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1333,"Ismael Rodero Monteagudo",333.25,30,"Camion Grande","07-2018"
10001311,"TIENDA LA BENDICION / Despacho a cliente",76002,593,"Pedro Alvarez Parejo",148.25,90,"Camion Pequeño","07-2018"
10001312,"EL PINCHE OBELISCO / Despacho a cliente",76001,223,"Juan Francisco Portillo Gomez",55.75,30,"Panel","07-2018"
10001313,"EL GALLO NEGRO / Despacho a cliente",76001,1486,"Juan Francisco Portillo Gomez",371.5,60,"Camion Grande","07-2018"
10001314,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1684,"Ismael Rodero Monteagudo",421,30,"Camion Grande","07-2018"
10001315,"EL GALLO NEGRO |||DEVOLUCION",76001,1957,"Fernando Mariano Berrio",489.25,60,"Camion Grande","07-2018"
10001316,"POLLO PINULITO/Despacho a cliente",76002,221,"Ismael Rodero Monteagudo",55.25,60,"Panel","07-2018"
10001317,"HOSPITAL LAS AMERICAS",76001,604,"Luis Jaime Urbano",151,60,"Camion Pequeño","07-2018"
10001318,"TIENDA LA BENDICION / Despacho a cliente",76001,1619,"Angel Valdez Alegria",404.75,60,"Camion Grande","07-2018"
10001319,"EL GALLO NEGRO |||DEVOLUCION",76002,355,"Pedro Alvarez Parejo",88.75,60,"Panel","07-2018"
10001320,"EL PINCHE OBELISCO |||Faltante",76002,1524,"Pedro Alvarez Parejo",381,90,"Camion Grande","07-2018"
10001321,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1178,"Hector Aragones Frutos",294.5,30,"Camion Grande","07-2018"
10001322,"EL GALLO NEGRO |||DEVOLUCION",76002,1174,"Pedro Alvarez Parejo",293.5,90,"Camion Grande","07-2018"
10001323,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,645,"Felipe Villatoro",161.25,90,"Camion Pequeño","07-2018"
10001324,"UBIQUO LABS",76002,1368,"Felipe Villatoro",342,90,"Camion Grande","07-2018"
10001325,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,652,"Hector Giron",163,30,"Camion Pequeño","07-2018"
10001326,"UBIQUO LABS |||FALTANTE",76002,866,"Juan Francisco Portillo Gomez",216.5,30,"Camion Pequeño","07-2018"
10001327,"BAR LA OFICINA",76001,1337,"Pedro Alvarez Parejo",334.25,90,"Camion Grande","07-2018"
10001328,"TAQUERIA EL CHINITO |||Faltante",76002,570,"Felipe Villatoro",142.5,60,"Camion Pequeño","07-2018"
10001329,"POLLO PINULITO/Despacho a cliente",76002,484,"Juan Francisco Portillo Gomez",121,60,"Panel","07-2018"
10001330,"EL GALLO NEGRO |||DEVOLUCION",76001,1858,"Angel Valdez Alegria",464.5,60,"Camion Grande","07-2018"
10001331,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1427,"Fernando Mariano Berrio",356.75,90,"Camion Grande","07-2018"
10001332,"BAR LA OFICINA",76001,1920,"Luis Jaime Urbano",480,30,"Camion Grande","07-2018"
10001333,"TIENDA LA BENDICION / Despacho a cliente",76002,1183,"Ismael Rodero Monteagudo",295.75,30,"Camion Grande","07-2018"
10001334,"EL PINCHE OBELISCO / Despacho a cliente",76002,1536,"Angel Valdez Alegria",384,90,"Camion Grande","07-2018"
10001335,"UBIQUO LABS",76001,1063,"Angel Valdez Alegria",265.75,30,"Camion Grande","07-2018"
10001336,"EL GALLO NEGRO / Despacho a cliente",76002,1981,"Luis Jaime Urbano",495.25,60,"Camion Grande","07-2018"
10001337,"TAQUERIA EL CHINITO",76002,298,"Hector Aragones Frutos",74.5,30,"Panel","07-2018"
10001338,"TIENDA LA BENDICION / Despacho a cliente",76002,356,"Luis Jaime Urbano",89,90,"Panel","07-2018"
10001339,"POLLO PINULITO|||FALTANTE",76002,915,"Ismael Rodero Monteagudo",228.75,60,"Camion Pequeño","07-2018"
10001340,"EL GALLO NEGRO |||DEVOLUCION",76001,214,"Ismael Rodero Monteagudo",53.5,60,"Panel","07-2018"
10001341,"TIENDA LA BENDICION / Despacho a cliente",76002,1811,"Angel Valdez Alegria",452.75,30,"Camion Grande","07-2018"
10001342,"EL PINCHE OBELISCO |||Faltante",76001,1349,"Ismael Rodero Monteagudo",337.25,60,"Camion Grande","07-2018"
10001343,"POLLO PINULITO/Despacho a cliente",76002,652,"Pedro Alvarez Parejo",163,30,"Camion Pequeño","07-2018"
10001344,"EL GALLO NEGRO |||DEVOLUCION",76002,437,"Luis Jaime Urbano",109.25,60,"Panel","07-2018"
10001345,"UBIQUO LABS |||FALTANTE",76002,583,"Juan Francisco Portillo Gomez",145.75,60,"Camion Pequeño","07-2018"
10001346,"BAR LA OFICINA",76001,1818,"Hector Giron",454.5,30,"Camion Grande","07-2018"
10001347,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1811,"Luis Jaime Urbano",452.75,60,"Camion Grande","07-2018"
10001348,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1938,"Fernando Mariano Berrio",484.5,90,"Camion Grande","07-2018"
10001349,"EL GALLO NEGRO / Despacho a cliente",76001,1930,"Ismael Rodero Monteagudo",482.5,60,"Camion Grande","07-2018"
10001350,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,907,"Fernando Mariano Berrio",226.75,60,"Camion Pequeño","07-2018"
10001351,"BAR LA OFICINA",76001,212,"Hector Aragones Frutos",53,30,"Panel","07-2018"
10001352,"TAQUERIA EL CHINITO |||Faltante",76002,1387,"Luis Jaime Urbano",346.75,90,"Camion Grande","07-2018"
10001353,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,316,"Hector Giron",79,90,"Panel","07-2018"
10001354,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,218,"Hector Giron",54.5,60,"Panel","07-2018"
10001355,"POLLO PINULITO/Despacho a cliente",76001,565,"Hector Giron",141.25,60,"Camion Pequeño","07-2018"
10001356,"EL PINCHE OBELISCO |||Faltante",76001,893,"Hector Aragones Frutos",223.25,90,"Camion Pequeño","07-2018"
10001357,"BAR LA OFICINA",76001,595,"Felipe Villatoro",148.75,30,"Camion Pequeño","07-2018"
10001358,"EL GALLO NEGRO |||DEVOLUCION",76002,1303,"Luis Jaime Urbano",325.75,60,"Camion Grande","07-2018"
10001359,"HOSPITAL LAS AMERICAS",76002,303,"Juan Francisco Portillo Gomez",75.75,90,"Panel","07-2018"
10001360,"EL PINCHE OBELISCO |||Faltante",76002,703,"Hector Aragones Frutos",175.75,30,"Camion Pequeño","07-2018"
10001361,"TAQUERIA EL CHINITO |||Faltante",76002,1149,"Hector Giron",287.25,60,"Camion Grande","07-2018"
10001362,"EL PINCHE OBELISCO |||Faltante",76002,996,"Pedro Alvarez Parejo",249,60,"Camion Pequeño","07-2018"
10001363,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1107,"Hector Aragones Frutos",276.75,90,"Camion Grande","07-2018"
10001364,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1668,"Felipe Villatoro",417,90,"Camion Grande","07-2018"
10001365,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1196,"Felipe Villatoro",299,30,"Camion Grande","07-2018"
10001366,"EL PINCHE OBELISCO |||Faltante",76001,1863,"Juan Francisco Portillo Gomez",465.75,30,"Camion Grande","07-2018"
10001367,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1980,"Angel Valdez Alegria",495,30,"Camion Grande","07-2018"
10001368,"POLLO PINULITO/Despacho a cliente",76001,419,"Hector Giron",104.75,90,"Panel","07-2018"
10001369,"TAQUERIA EL CHINITO |||Faltante",76002,1269,"Angel Valdez Alegria",317.25,60,"Camion Grande","07-2018"
10001370,"EL GALLO NEGRO |||DEVOLUCION",76002,304,"Hector Aragones Frutos",76,90,"Panel","07-2018"
10001371,"EL GALLO NEGRO / Despacho a cliente",76002,625,"Pedro Alvarez Parejo",156.25,90,"Camion Pequeño","07-2018"
10001372,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1073,"Fernando Mariano Berrio",268.25,90,"Camion Grande","07-2018"
10001373,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,541,"Hector Aragones Frutos",135.25,90,"Camion Pequeño","07-2018"
10001374,"ABARROTERIA EBENEZER/Despacho a cliente",76002,363,"Felipe Villatoro",90.75,60,"Panel","07-2018"
10001375,"ABARROTERIA EBENEZER/Despacho a cliente",76001,314,"Juan Francisco Portillo Gomez",78.5,30,"Panel","07-2018"
10001376,"TAQUERIA EL CHINITO |||Faltante",76001,304,"Fernando Mariano Berrio",76,30,"Panel","07-2018"
10001377,"EL GALLO NEGRO |||DEVOLUCION",76001,1151,"Luis Jaime Urbano",287.75,30,"Camion Grande","07-2018"
10001378,"BAR LA OFICINA",76002,1050,"Ismael Rodero Monteagudo",262.5,60,"Camion Grande","07-2018"
10001379,"POLLO PINULITO|||FALTANTE",76002,1723,"Hector Giron",430.75,60,"Camion Grande","07-2018"
10001380,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1305,"Angel Valdez Alegria",326.25,60,"Camion Grande","07-2018"
10001381,"EL PINCHE OBELISCO |||Faltante",76001,422,"Hector Aragones Frutos",105.5,30,"Panel","07-2018"
10001382,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1641,"Ismael Rodero Monteagudo",410.25,60,"Camion Grande","07-2018"
10001383,"UBIQUO LABS",76001,386,"Ismael Rodero Monteagudo",96.5,60,"Panel","07-2018"
10001384,"UBIQUO LABS |||FALTANTE",76001,1079,"Pedro Alvarez Parejo",269.75,60,"Camion Grande","07-2018"
10001385,"BAR LA OFICINA",76001,703,"Ismael Rodero Monteagudo",175.75,30,"Camion Pequeño","07-2018"
10001386,"UBIQUO LABS",76002,648,"Ismael Rodero Monteagudo",162,30,"Camion Pequeño","07-2018"
10001387,"EL PINCHE OBELISCO / Despacho a cliente",76002,1730,"Fernando Mariano Berrio",432.5,30,"Camion Grande","07-2018"
10001388,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1113,"Luis Jaime Urbano",278.25,60,"Camion Grande","07-2018"
10001389,"TAQUERIA EL CHINITO",76002,1134,"Juan Francisco Portillo Gomez",283.5,60,"Camion Grande","07-2018"
10001390,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1736,"Juan Francisco Portillo Gomez",434,60,"Camion Grande","07-2018"
10001391,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1351,"Juan Francisco Portillo Gomez",337.75,60,"Camion Grande","07-2018"
10001392,"TIENDA LA BENDICION / Despacho a cliente",76002,1041,"Felipe Villatoro",260.25,60,"Camion Grande","07-2018"
10001393,"TAQUERIA EL CHINITO |||Faltante",76001,397,"Luis Jaime Urbano",99.25,30,"Panel","07-2018"
10001394,"EL GALLO NEGRO |||DEVOLUCION",76001,988,"Felipe Villatoro",247,60,"Camion Pequeño","07-2018"
10001395,"POLLO PINULITO|||FALTANTE",76001,716,"Angel Valdez Alegria",179,60,"Camion Pequeño","07-2018"
10001396,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,459,"Ismael Rodero Monteagudo",114.75,60,"Panel","07-2018"
10001397,"EL GALLO NEGRO / Despacho a cliente",76001,1362,"Fernando Mariano Berrio",340.5,60,"Camion Grande","08-2018"
10001398,"TIENDA LA BENDICION / Despacho a cliente",76002,879,"Ismael Rodero Monteagudo",219.75,30,"Camion Pequeño","08-2018"
10001399,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,661,"Hector Aragones Frutos",165.25,30,"Camion Pequeño","08-2018"
10001400,"UBIQUO LABS |||FALTANTE",76002,1520,"Luis Jaime Urbano",380,30,"Camion Grande","08-2018"
10001401,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,912,"Pedro Alvarez Parejo",228,30,"Camion Pequeño","08-2018"
10001402,"TIENDA LA BENDICION / Despacho a cliente",76002,1534,"Hector Giron",383.5,60,"Camion Grande","08-2018"
10001403,"POLLO PINULITO/Despacho a cliente",76001,565,"Juan Francisco Portillo Gomez",141.25,30,"Camion Pequeño","08-2018"
10001404,"BAR LA OFICINA",76002,1332,"Angel Valdez Alegria",333,60,"Camion Grande","08-2018"
10001405,"TAQUERIA EL CHINITO",76001,1725,"Juan Francisco Portillo Gomez",431.25,30,"Camion Grande","08-2018"
10001406,"POLLO PINULITO/Despacho a cliente",76001,1824,"Felipe Villatoro",456,60,"Camion Grande","08-2018"
10001407,"HOSPITAL LAS AMERICAS",76001,262,"Felipe Villatoro",65.5,30,"Panel","08-2018"
10001408,"EL GALLO NEGRO / Despacho a cliente",76001,312,"Fernando Mariano Berrio",78,30,"Panel","08-2018"
10001409,"TIENDA LA BENDICION / Despacho a cliente",76001,1465,"Ismael Rodero Monteagudo",366.25,90,"Camion Grande","08-2018"
10001410,"UBIQUO LABS",76002,1095,"Ismael Rodero Monteagudo",273.75,90,"Camion Grande","08-2018"
10001411,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1702,"Ismael Rodero Monteagudo",425.5,60,"Camion Grande","08-2018"
10001412,"POLLO PINULITO/Despacho a cliente",76002,1985,"Hector Aragones Frutos",496.25,90,"Camion Grande","08-2018"
10001413,"EL PINCHE OBELISCO |||Faltante",76002,726,"Hector Giron",181.5,30,"Camion Pequeño","08-2018"
10001414,"TAQUERIA EL CHINITO |||Faltante",76002,1874,"Ismael Rodero Monteagudo",468.5,30,"Camion Grande","08-2018"
10001415,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,367,"Ismael Rodero Monteagudo",91.75,30,"Panel","08-2018"
10001416,"EL GALLO NEGRO / Despacho a cliente",76001,347,"Juan Francisco Portillo Gomez",86.75,30,"Panel","08-2018"
10001417,"TIENDA LA BENDICION / Despacho a cliente",76002,454,"Luis Jaime Urbano",113.5,30,"Panel","08-2018"
10001418,"EL GALLO NEGRO |||DEVOLUCION",76001,1819,"Juan Francisco Portillo Gomez",454.75,30,"Camion Grande","08-2018"
10001419,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1993,"Juan Francisco Portillo Gomez",498.25,90,"Camion Grande","08-2018"
10001420,"UBIQUO LABS",76002,1487,"Ismael Rodero Monteagudo",371.75,90,"Camion Grande","08-2018"
10001421,"POLLO PINULITO|||FALTANTE",76002,1102,"Luis Jaime Urbano",275.5,30,"Camion Grande","08-2018"
10001422,"TIENDA LA BENDICION / Despacho a cliente",76002,874,"Pedro Alvarez Parejo",218.5,90,"Camion Pequeño","08-2018"
10001423,"POLLO PINULITO|||FALTANTE",76002,1290,"Pedro Alvarez Parejo",322.5,60,"Camion Grande","08-2018"
10001424,"POLLO PINULITO|||FALTANTE",76002,1838,"Hector Giron",459.5,90,"Camion Grande","08-2018"
10001425,"TIENDA LA BENDICION / Despacho a cliente",76002,1762,"Ismael Rodero Monteagudo",440.5,90,"Camion Grande","08-2018"
10001426,"POLLO PINULITO|||FALTANTE",76001,464,"Ismael Rodero Monteagudo",116,90,"Panel","08-2018"
10001427,"EL PINCHE OBELISCO / Despacho a cliente",76002,1504,"Luis Jaime Urbano",376,60,"Camion Grande","08-2018"
10001428,"BAR LA OFICINA",76001,424,"Luis Jaime Urbano",106,90,"Panel","08-2018"
10001429,"POLLO PINULITO/Despacho a cliente",76001,1599,"Hector Giron",399.75,30,"Camion Grande","08-2018"
10001430,"BAR LA OFICINA",76001,399,"Luis Jaime Urbano",99.75,30,"Panel","08-2018"
10001431,"EL GALLO NEGRO |||DEVOLUCION",76001,1343,"Juan Francisco Portillo Gomez",335.75,30,"Camion Grande","08-2018"
10001432,"POLLO PINULITO|||FALTANTE",76002,587,"Felipe Villatoro",146.75,60,"Camion Pequeño","08-2018"
10001433,"UBIQUO LABS |||FALTANTE",76002,1839,"Ismael Rodero Monteagudo",459.75,90,"Camion Grande","08-2018"
10001434,"POLLO PINULITO/Despacho a cliente",76001,1238,"Hector Aragones Frutos",309.5,90,"Camion Grande","08-2018"
10001435,"POLLO PINULITO/Despacho a cliente",76001,1382,"Hector Giron",345.5,60,"Camion Grande","08-2018"
10001436,"TAQUERIA EL CHINITO",76002,654,"Juan Francisco Portillo Gomez",163.5,60,"Camion Pequeño","08-2018"
10001437,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,211,"Pedro Alvarez Parejo",52.75,60,"Panel","08-2018"
10001438,"POLLO PINULITO|||FALTANTE",76001,701,"Pedro Alvarez Parejo",175.25,60,"Camion Pequeño","08-2018"
10001439,"POLLO PINULITO/Despacho a cliente",76002,1975,"Felipe Villatoro",493.75,60,"Camion Grande","08-2018"
10001440,"POLLO PINULITO|||FALTANTE",76002,389,"Felipe Villatoro",97.25,60,"Panel","08-2018"
10001441,"UBIQUO LABS |||FALTANTE",76002,324,"Hector Giron",81,90,"Panel","08-2018"
